case,generation,method,created_at,R_mm,alphaRin,alphaL0,L1_mm,alphaL2,alphaL3,theta0_deg,theta1_deg,alphaTheta2,alphat,U_mps,Rin_mm,L0_mm,L2_mm,L3_mm,L4_mm,t_mm,theta2_deg,Qaerosol_lpm,Qsheath_lpm,R1_mm,R2_mm,R3_mm,l1_mm,l2_mm,l1x_mm,l1y_mm,l2x_mm,l2y_mm,completed_at,objective_version,evaluation_status,score,n_outlet,n_substrate,n_target,n_substrate_overspray,n_wall_deposition,n_wall_upper,n_wall_down,n_wall_cavity,n_overspray,n_resolved,total_particles,target_center_x_m,target_center_z_m,target_diameter_um,target_radius_um,target_fraction,target_precision,substrate_fraction,substrate_resolved_fraction,substrate_overspray_fraction,wall_deposition_fraction,overspray_fraction,outlet_fraction,resolved_ratio,unresolved_fraction,deposit_centroid_x_mm,deposit_centroid_z_mm,deposit_rms_radius_mm,deposit_r90_radius_mm,deposit_footprint_area90_mm2,deposit_density_per_mm2,deposition_spread_score,deposition_particle_support,deposition_compactness,target_particle_support,targeted_deposition_compactness,target_rms_radius_um,target_r90_radius_um,target_centered_spread_score,target_centered_particle_support,target_centered_compactness,resolved_constraint,wall_constraint,objective_primary_score,objective_secondary_raw,objective_secondary_score,objective_tie_break_scale,source_objective_version,source_score,mesh_nodes,mesh_elements,max_u_mps,potential_failed,simple_failed,unclean_end,velocity_rejected,velocity_check_failed,mesh_rejected,run_finished,aerosol_mean_velocity_mps,aerosol_flow_fraction,Rin_over_R,R1_over_R,L2_over_R,t_over_R,host,failed,failure_class,potential_SIGFPE,last_iteration,first_continuity_gt_1e3,first_continuity_gt_1e12,max_log10_continuity,last_local_continuity,last_global_continuity,last_cumulative_continuity,simple_end,simple_sigfpe,turbulence_divide_sigfpe
case_1301,614,qlognehvi,2026-07-27T00:40:35,0.6026179351195792,0.5902965496086241,2.8044901155941893,10.687904814712788,2.660962261128224,0.08361170211410873,48.40137141354398,52.37682550876548,0.4395888734153027,2.807630649523278,39.764742124941066,7.462101147722412,1.6900360425226402,33.637956305141934,3.9133579209742475,37.31050573861206,1.6919285845941605,28.62838098431508,1.087999807485123,1.633970600729351,12.64127522457975,21.939916031014427,41.506705635885666,11.740073762922743,27.5751668774136,9.298640806434678,7.166910848599612,13.211998727408925,24.203985579737758,2026-07-27T01:33:47,central_target_d10um_mobo_v1,complete,0.054,422,550,54,496,0,0,0,0,496,972,1000,0.0,0.0,10.0,5.0,0.054,0.09818181818181818,0.55,0.565843621399177,0.496,0.0,0.496,0.422,0.972,0.028,0.24734472252690914,9.373171505970916e-06,0.2682841665394362,0.4487762774765898,0.6327172229563037,869.266680350795,0.5731607877425509,1.0,0.5731607877425509,1.0,0.5731607877425509,364.9052012037235,696.1210000415,0.00713143665601807,1.0,0.00713143665601807,-0.02200000000000002,-0.05,0.054,0.0,0.0,0.0,,,77162,149197,52.9475,True,False,False,False,False,False,True,0.10365862227686634,0.3997103731185734,12.382806273832003,20.977263516180127,55.81970655829727,2.807630649523278,xeon5,False,complete,True,,,,,,,,,,
case_1312,623,qlognehvi,2026-07-27T01:13:18,0.6572467542511793,0.5697823448013281,3.5843262194474645,4.852030918645651,3.6076941410714465,0.10993939203887415,48.693914987618285,57.159972903776044,0.767719577233512,2.45380047217699,36.187745106565345,3.520693557072035,2.355786773909246,22.29199559137896,1.5859458303422418,17.603467785360174,1.6127523959183379,46.20563446003083,1.238967577919491,1.7076213040570374,6.179014827670085,10.17649259636828,18.10622174807949,4.757837491026725,7.735113291188981,3.997477768698196,2.5801529179068385,5.583423599040438,5.353256816294801,2026-07-27T01:36:27,central_target_d10um_mobo_v1,complete,0.049,315,495,49,446,0,0,0,0,446,810,1000,0.0,0.0,10.0,5.0,0.049,0.09898989898989899,0.495,0.6111111111111112,0.446,0.0,0.446,0.315,0.81,0.19,0.24253179469333325,5.153047139919194e-06,0.25861425648607567,0.4046004053690395,0.5142833921604012,962.50434594165,0.6189654963961582,1.0,0.6189654963961582,1.0,0.6189654963961582,354.5461960331387,647.1322001147284,0.007667157056683229,1.0,0.007667157056683229,0.1399999999999999,-0.05,0.049,0.0,0.0,0.0,,,48589,74367,47.5502,True,False,False,False,False,False,True,0.530276483408529,0.4204752096561261,5.356730230008158,9.401362255048364,33.917239525628226,2.45380047217699,xeon1,False,complete,True,,,,,,,,,,
case_1310,621,qlognehvi,2026-07-27T01:10:28,0.7745676282632523,0.6581208398648828,1.7325592421125031,9.237208188931866,4.331656801088155,0.42832815426032933,50.417430722939166,12.01762672353631,0.7352300888785342,2.568048815930398,48.11146918289573,7.862802067156108,1.3419843029886596,51.75183338184416,2.19167914588468,39.31401033578054,1.9891274806194619,11.483419875269307,3.075010266930524,2.365860707648843,11.94735311644348,13.31635877332421,24.274754502747612,6.57503743765404,17.885306735196163,1.3690056568807287,6.430936231839091,3.560684802765409,17.52728503640563,2026-07-27T01:43:58,central_target_d10um_mobo_v1,complete,0.039,490,493,39,454,0,0,0,0,454,983,1000,0.0,0.0,10.0,5.0,0.039,0.07910750507099391,0.493,0.5015259409969481,0.454,0.0,0.454,0.49,0.983,0.017,0.2839470427303451,5.5584418629208904e-06,0.31533574957031335,0.5008087572786434,0.787941004201682,625.6813611312089,0.6073247372650276,1.0,0.6073247372650276,1.0,0.6073247372650276,424.33778769192344,784.7558000465876,0.006331070945860797,1.0,0.006331070945860797,-0.03300000000000003,-0.05,0.039,0.0,0.0,0.0,,,59570,99623,64.5097,True,False,False,False,False,False,True,0.2638704518387257,0.5651687535502076,10.151214406915257,15.424544843465796,66.81383457488784,2.568048815930398,xeon4,False,complete,True,,,,,,,,,,
case_1311,622,qlognehvi,2026-07-27T01:11:53,0.7138331116421456,0.48111373270687774,2.14522811434961,3.768220811138494,4.318484837837345,0.7766390602387345,46.518588015679384,56.598281574036726,0.5632167920356579,3.7140982808706915,48.62334861599397,2.255119688311206,1.5313348600483947,20.241991694329375,1.0965300134426257,11.27559844155603,2.6512463327786695,36.24493466250327,1.6769983702430047,2.993243424459455,4.687290208124562,7.433543111531842,12.91619317874497,3.289590040327877,6.49954948171105,2.74625290340728,1.8109383269320494,3.8427829168499055,5.24186635838581,2026-07-27T01:46:37,central_target_d10um_mobo_v1,complete,0.003,397,548,3,545,40,40,0,0,545,985,1000,0.0,0.0,10.0,5.0,0.003,0.005474452554744526,0.548,0.5563451776649746,0.545,0.04,0.545,0.397,0.985,0.015,0.30260166228102187,9.319990606914243e-06,0.3448587729082335,0.5862866389833603,1.07986599841871,507.47037206695813,0.5490518171873864,1.0,0.5490518171873864,0.15,0.08235777257810796,458.7977107112376,888.8883012706391,0.005593540035027452,0.15,0.0008390310052541177,-0.03500000000000003,-0.010000000000000002,0.003,0.0,0.0,0.0,,,61619,93658,63.8026,True,False,False,False,False,False,True,1.7494128985726725,0.3590817015395765,3.15916935139558,6.566367028480412,28.356756452167723,3.714098280870692,xeon6,False,complete,True,,,,,,,,,,
case_1313,624,qlognehvi,2026-07-27T01:20:50,0.5816270527337157,0.5077310621034553,3.489910416782193,5.843402261093945,1.222389462147377,0.24103612597714585,43.80747987785477,17.208935801459464,0.5744980579376232,3.374140981735585,39.32218279510633,3.141186316019355,2.0298263100177203,7.562572664819966,1.7935169131089652,15.705931580096774,1.9624916747149144,14.141519617735465,0.8577989021105237,1.649626015815945,6.186712908613234,7.778586674715113,16.74617124025994,5.380550739326896,13.856506168705279,1.5918737661018787,5.139675492797948,3.385390679210844,13.436587853784896,2026-07-27T01:51:42,central_target_d10um_mobo_v1,complete,0.006,63,571,6,565,0,0,0,0,565,634,1000,0.0,0.0,10.0,5.0,0.006,0.010507880910683012,0.571,0.9006309148264984,0.565,0.0,0.565,0.063,0.634,0.366,0.2567937883537652,9.33851284492119e-06,0.28264705907265597,0.48048821165738875,0.7252961078576521,787.2646686145812,0.5476119892384318,1.0,0.5476119892384318,0.3,0.16428359677152954,381.8800987570676,737.2820000249424,0.006735984436955212,0.3,0.0020207953310865637,0.31599999999999995,-0.05,0.006,0.0,0.0,0.0,,,60819,97298,51.2336,True,False,False,False,False,False,True,0.46120814591145565,0.3421035246071839,5.400688123524188,10.636907068773631,13.00244311070983,3.374140981735585,xeon4,False,complete,True,,,,,,,,,,
case_1304,615,qlognehvi,2026-07-27T00:42:18,0.5636004892001942,0.5904072156862835,1.4708340490581882,9.463802656981391,3.683034482403291,0.42976247608748397,56.92731255284081,43.90925173929047,0.8778188505526852,3.2666767456581915,44.606586102923096,8.91289519398059,0.8289627895814973,55.59976142791528,3.3854675078772587,44.56447596990295,1.8411006119118551,39.7661803848856,1.2466290748256215,1.424179933126,15.09618269759852,22.13983237951755,39.06716991890384,10.156402523631776,16.304256645959544,7.043649681919031,7.317069863028222,10.42911718979629,12.532449857023625,2026-07-27T01:53:10,central_target_d10um_mobo_v1,complete,0.0,0,0,0,0,0,0,0,0,0,0,1000,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,-0.05,0.0,0.0,0.0,0.0,,,69364,112419,65.1592,True,False,False,False,False,False,True,0.08325273870837657,0.46676084703702725,15.814207696357547,26.78525478042349,98.65101697625731,3.2666767456581915,xeon5,False,complete,True,,,,,,,,,,
case_1306,617,qlognehvi,2026-07-27T00:51:19,0.648645977276001,0.525916702479018,2.7431994695513704,9.230677933465312,2.559681510237933,0.25980027452691046,52.54435214076182,35.82366186809562,0.2170784303942177,2.3334570097145417,49.00946376607844,6.677880037412127,1.7793653007901562,32.50181250904989,3.975395776070534,33.38940018706063,1.513587502497824,15.60575998535721,1.335915023251997,2.5509237995031366,12.69760022059491,19.677909126263398,39.55488800661607,11.9261873282116,40.72500649034743,6.980308905668486,9.670017154537016,10.95570468173902,39.22370059753875,2026-07-27T01:53:10,central_target_d10um_mobo_v1,complete,0.035,369,600,35,565,0,0,0,0,565,969,1000,0.0,0.0,10.0,5.0,0.035,0.058333333333333334,0.6,0.6191950464396285,0.565,0.0,0.565,0.369,0.969,0.031,0.29544185213333296,1.1693928517711662e-05,0.3277672096115717,0.5491083482538451,0.9472529481788379,633.4105384982367,0.5415517718869952,1.0,0.5415517718869952,1.0,0.5415517718869952,441.2677552521579,844.5502005929413,0.005885467387931005,1.0,0.005885467387931005,-0.019000000000000017,-0.05,0.035,0.0,0.0,0.0,,,87483,188174,65.0505,True,False,False,False,False,False,True,0.15892802433824701,0.34370219197950985,10.295107456699244,19.575547626023493,50.107167311114395,2.3334570097145417,xeon1,False,complete,True,,,,,,,,,,
case_1314,625,qlognehvi,2026-07-27T01:23:29,0.6808953572207816,0.45381546988593846,1.605417470587314,7.4111728588461805,4.840589939049908,0.6819699063452311,52.9082245909037,46.44117881389017,0.5774998195865121,3.0259861426488865,41.08706170921887,4.757414175180101,1.093121302124033,50.74461476171851,2.184895084570016,23.787070875900508,2.0603799155440488,31.0447741905414,1.276395056964981,2.314204336575319,10.483146765304905,15.233112882817801,26.15758830566788,6.554685253710048,13.447269520102207,4.749966117512896,4.51682639224527,6.934861202082912,11.521143938607615,2026-07-27T01:57:13,central_target_d10um_mobo_v1,complete,0.025,435,554,25,529,0,0,0,0,529,989,1000,0.0,0.0,10.0,5.0,0.025,0.04512635379061372,0.554,0.5601617795753286,0.529,0.0,0.529,0.435,0.989,0.011,0.2611447617021665,8.234636747263546e-06,0.30041765858304836,0.5040458392771431,0.7981599664985121,694.0964509036583,0.5746237528352945,1.0,0.5746237528352945,1.0,0.5746237528352945,398.05446388755814,765.1906010082578,0.0064918995290964236,1.0,0.0064918995290964236,-0.039000000000000035,-0.05,0.025,0.0,0.0,0.0,,,61640,99482,57.5117,True,False,False,False,False,False,True,0.2991865501601428,0.3554824465411794,6.986997524257609,15.396120202807793,74.52630455411443,3.0259861426488865,xeon4,False,complete,True,,,,,,,,,,
case_1308,619,qlognehvi,2026-07-27T00:55:23,0.7097250450187734,0.6621113364437905,1.0031204052533806,8.319919399818913,4.62630181976892,0.43003240523662145,54.140347122432,42.6014155060827,0.019411041234636328,4.671085357122339,39.40797053123207,8.091198643428783,0.7119396747777058,56.534792485590046,2.213518330446713,40.45599321714391,3.3151862653701856,10.632827420696083,2.136243077697029,1.6054266898537406,12.220299212647115,16.71525207179352,27.782843724027085,6.64055499134014,36.35742209567809,4.494952859146404,4.88798213857866,6.7084711895931175,35.7331576514265,2026-07-27T01:59:54,central_target_d10um_mobo_v1,complete,0.03,457,502,30,472,0,0,0,0,472,959,1000,0.0,0.0,10.0,5.0,0.03,0.05976095617529881,0.502,0.5234619395203337,0.472,0.0,0.472,0.457,0.959,0.041,0.24386503869621542,5.923608717111558e-06,0.2756450792951545,0.42562896410485945,0.5691309725151759,882.0465310146412,0.6251134353826805,1.0,0.6251134353826805,1.0,0.6251134353826805,368.03582281216546,669.4940022371637,0.0074129643605665655,1.0,0.0074129643605665655,-0.009000000000000008,-0.05,0.03,0.0,0.0,0.0,,,102208,186356,58.4599,True,False,False,False,False,False,True,0.1731106624898246,0.5709330888106077,11.400469379257649,17.21835702208292,79.65731642469318,4.671085357122339,xeon4,False,complete,True,,,,,,,,,,
case_1316,627,qlognehvi,2026-07-27T01:30:07,0.8726561619720885,0.595450347132648,2.661588122128261,4.184228830275021,4.340388443240794,0.2326830959907269,46.07059012828336,29.646673443200413,0.7335363298393595,3.5768669726851225,34.43429722056639,3.1060170587899116,2.3226512754069466,22.640545280389723,1.0845825496540038,15.530085293949558,3.1213750042681223,24.411548731077644,2.4100715374936184,2.5327925182682094,5.216248632227242,6.8257148995014685,12.248627647771487,3.2537476489620114,6.518575266762941,1.6094662672742261,2.827806941365019,2.69404881692823,5.935817086169448,2026-07-27T02:01:22,central_target_d10um_mobo_v1,complete,0.003,555,445,3,442,0,0,0,0,442,1000,1000,0.0,0.0,10.0,5.0,0.003,0.006741573033707865,0.445,0.445,0.442,0.0,0.442,0.555,1.0,0.0,0.29829636273707855,3.437051385442476e-06,0.2818289706702578,0.4199200373890221,0.5539659478216267,803.2984730377092,0.6751293752766154,1.0,0.6751293752766154,0.15,0.10126940629149231,410.37578966484017,718.2164001308895,0.0069135600341683175,0.15,0.0010370340051252475,-0.050000000000000044,-0.05,0.003,0.0,0.0,0.0,,,60807,92250,44.8174,True,False,False,False,False,False,True,1.325321176928331,0.4875860453180443,3.5592678928327515,5.9774386058756575,25.94440544512407,3.5768669726851225,xeon6,False,complete,True,,,,,,,,,,
case_1319,629,qlognehvi,2026-07-27T01:36:39,0.7051474530653352,0.5071635706144499,2.2986440446843854,7.800707787011295,3.0944708851833327,0.6370032604795088,40.8311065343879,23.358808870147133,0.6390258835189897,2.256029090681823,44.43066156051688,3.77630536316096,1.620882993612995,23.041219198188045,1.6060689563121402,18.8815268158048,1.5908331673355915,18.536624641007087,1.6681984237406768,2.496118617025165,7.44593180970354,9.356292991309775,17.386637772870476,4.818206868936421,11.061059782674999,1.9103611816062362,4.423306182899634,3.5164301379183764,10.487219011780466,2026-07-27T02:01:22,central_target_d10um_mobo_v1,complete,0.003,458,517,3,514,20,20,0,0,514,995,1000,0.0,0.0,10.0,5.0,0.003,0.005802707930367505,0.517,0.5195979899497487,0.514,0.02,0.514,0.458,0.995,0.005,0.29062972943907145,6.732348847154731e-06,0.31047914340248534,0.528201071835601,0.8764929535590564,589.8507203060652,0.5717341358331566,1.0,0.5717341358331566,0.15,0.08576012037497348,425.2798351286992,818.83080113934,0.006069207406527055,0.15,0.0009103811109790582,-0.04500000000000004,-0.030000000000000002,0.003,0.0,0.0,0.0,,,46878,74322,56.6713,True,False,False,False,False,False,True,0.6206008594247041,0.4005935204765018,5.355341420783757,10.55939687130039,32.67574618333503,2.256029090681823,xeon1,False,complete,True,,,,,,,,,,
case_1318,628,qlognehvi,2026-07-27T01:33:59,0.6426573859886102,0.5957629480977165,1.8424439158830075,4.553108734086562,2.364965593707371,0.7654806046539115,55.396229915531364,22.18886279300034,0.8777935047972715,3.572101568558218,41.549739933889185,4.314417079588562,1.1840601908119925,17.126691048361113,1.2174975333673226,21.57208539794281,2.2956374565354385,20.69930459056083,1.731894253901902,1.5027642657468347,7.24183518522692,8.621238492141002,14.708726158977615,3.6524926001019677,7.347012953366098,1.3794033069140823,3.382003653261499,2.596900840281405,6.872750931226517,2026-07-27T02:07:49,central_target_d10um_mobo_v1,complete,0.013,474,513,13,500,0,0,0,0,500,987,1000,0.0,0.0,10.0,5.0,0.013,0.025341130604288498,0.513,0.5197568389057751,0.5,0.0,0.5,0.474,0.987,0.013,0.2402281835906433,7.213687152904478e-06,0.2654472082595351,0.4115562170840983,0.5321183135442267,964.0713107262044,0.6096083223698324,1.0,0.6096083223698324,0.65,0.3962454095403911,358.010894549423,651.7844005934458,0.00761284828854368,0.65,0.004948351387553392,-0.03700000000000003,-0.05,0.013,0.0,0.0,0.0,,,60074,91319,58.7264,True,False,False,False,False,False,True,0.49360095941242477,0.5354179562948037,6.713401531908989,11.26857847293965,26.64980037849382,3.572101568558218,xeon5,False,complete,True,,,,,,,,,,
case_1321,631,qlognehvi,2026-07-27T01:46:49,0.7324837232076853,0.5444627466861713,3.4297131487149723,5.1094984549744655,4.758787419877937,0.3033091202136696,51.71466628761929,27.183879669672216,0.7492078285370515,2.2806228842353358,38.756165281213875,3.9232008607897897,2.5122090567050965,34.290094254588105,1.893461495744482,19.616004303948948,1.6705191414773486,22.874297173157107,1.5431722535635677,2.3763928231733598,7.205636904761686,9.800707317612925,19.268014796335336,5.680384487233446,11.547231079358438,2.5950704128512387,5.052957299952818,4.4885319085957205,10.639155366175434,2026-07-27T02:11:43,central_target_d10um_mobo_v1,complete,0.057,502,495,57,438,0,0,0,0,438,997,1000,0.0,0.0,10.0,5.0,0.057,0.11515151515151516,0.495,0.49648946840521563,0.438,0.0,0.438,0.502,0.997,0.003,0.26083214968929286,4.581965533528475e-06,0.2896251062586798,0.460670650335396,0.6667007758530732,742.4620128372065,0.6139052409727747,1.0,0.6139052409727747,1.0,0.6139052409727747,389.7641755060151,721.502800060601,0.00688228593142783,1.0,0.00688228593142783,-0.04700000000000004,-0.05,0.057,0.0,0.0,0.0,,,48456,77180,51.0381,True,False,False,False,False,False,True,0.5319027006369647,0.39371007327381136,5.356024627563529,9.837265561624816,46.813455600658635,2.2806228842353358,xeon6,False,complete,True,,,,,,,,,,
case_1320,630,qlognehvi,2026-07-27T01:44:10,0.7809710183405045,0.5141591735989317,1.661420671956722,4.332147249178599,4.1971937432762525,0.35761424706309985,57.129398660680536,15.979952352353408,0.5769700088260207,2.9369130072794523,37.980693088546545,3.8484768642908977,1.2975213940700066,31.415958024985297,2.051273461881581,19.242384321454487,2.2936439420725074,13.450253161516528,1.565490096112426,2.8010137191299247,7.484991150411507,9.17914403133168,19.435511340739588,6.153820385644743,16.10236425425744,1.6941528809201722,5.916024962324508,3.7454263428017533,15.660712502547083,2026-07-27T02:14:23,central_target_d10um_mobo_v1,complete,0.068,484,503,68,435,0,0,0,0,435,987,1000,0.0,0.0,10.0,5.0,0.068,0.13518886679920478,0.503,0.5096251266464032,0.435,0.0,0.435,0.484,0.987,0.013,0.25740355282107363,4.620256170934396e-06,0.29367428524183564,0.4693196484945568,0.6919701272987692,726.9099924350082,0.6246315669278929,1.0,0.6246315669278929,1.0,0.6246315669278929,390.5139880190734,726.7232010840289,0.006833184997540914,1.0,0.006833184997540914,-0.03700000000000003,-0.05,0.068,0.0,0.0,0.0,,,58127,95846,54.0071,True,False,False,False,False,False,True,0.5607527876081843,0.35852255313454656,4.927810090147233,9.58421116101909,40.226791119267745,2.9369130072794523,xeon4,False,complete,True,,,,,,,,,,
case_1315,626,qlognehvi,2026-07-27T01:24:54,0.7162927519576108,0.5545434318243647,1.758264223277894,4.141191782137014,3.641015532963605,0.9586180170650184,57.160460367836755,19.079648544928723,0.6063579262078664,2.983780782482758,48.27659445204747,3.95524563992035,1.2594319191603336,25.969310941541718,1.0487144790941363,19.77622819960175,2.137260547922808,15.505516862399253,2.475629820468275,2.193316304811088,7.132436186121951,8.160854576937778,13.404426972408459,3.146143437282409,7.76988686017973,1.028418390815827,2.973310300218757,2.0771328699099634,7.48709962941146,2026-07-27T02:20:42,central_target_d10um_mobo_v1,complete,0.016,465,515,16,499,20,20,0,0,499,1000,1000,0.0,0.0,10.0,5.0,0.016,0.031067961165048542,0.515,0.515,0.499,0.02,0.499,0.465,1.0,0.0,0.27331590502524244,7.782537787398062e-06,0.31176432087463224,0.5021674960746988,0.7922223124679499,650.0700521746978,0.5878671488170019,1.0,0.5878671488170019,0.8,0.4702937190536015,414.6065312688116,775.4834009932864,0.006406286147324495,0.8,0.005125028917859597,-0.050000000000000044,-0.030000000000000002,0.016,0.0,0.0,0.0,,,54352,82951,67.9626,True,False,False,False,False,False,True,0.8395327864326423,0.5302331091516177,5.521828371305949,9.957431743695821,36.25516364722136,2.983780782482758,xeon6,False,complete,True,,,,,,,,,,
case_1323,633,qlognehvi,2026-07-27T01:53:31,0.6988914338225456,0.6837242095183576,4.887760186734379,11.029188636774407,3.6295417691547005,0.2450366154591188,47.6888095373093,10.483128807784688,0.4397692244772081,1.3054620655210423,47.85198914923182,8.761964520965822,3.4160137250875433,46.51278361358528,2.5500094300029885,43.80982260482911,0.9123762547729432,10.21246518112207,2.493899587460985,1.9118575508151143,12.815056712907822,14.206948687234059,26.956995837249004,7.650028290008965,22.233089873257274,1.391891974326237,7.522338038784465,3.9419014043292258,21.880852328711565,2026-07-27T02:22:08,central_target_d10um_mobo_v1,complete,0.001,467,507,1,506,0,0,0,0,506,974,1000,0.0,0.0,10.0,5.0,0.001,0.0019723865877712033,0.507,0.5205338809034907,0.506,0.0,0.506,0.467,0.974,0.026,0.2833557687771203,6.805185338765285e-06,0.3108565450627953,0.5068606327049937,0.8070993460685956,628.1754563048672,0.5796311308304799,1.0,0.5796311308304799,0.05,0.028981556541523998,420.62130634807494,790.2164013030903,0.006287596674070975,0.05,0.00031437983370354874,-0.02400000000000002,-0.05,0.001,0.0,0.0,0.0,,,49877,90474,60.4142,True,False,False,False,False,False,True,0.17233554412160923,0.5660547118665754,12.536946508333594,18.336262390306636,66.55223023579835,1.3054620655210423,xeon5,False,complete,True,,,,,,,,,,
case_1328,636,qlognehvi,2026-07-27T02:01:42,0.5574442091496578,0.547325245637764,3.419694080743735,6.142662862678309,3.692317499203443,0.26481732859220264,47.54215374308172,35.877342595478126,0.509306464744653,1.9200976312051097,46.717913893725104,3.979543803890424,1.9062886623739572,26.846448876717808,1.9493782322754813,19.89771901945212,1.0703473055172636,23.17949787428919,1.073107282492487,1.663341862601118,7.270893925700997,10.698204861157015,20.445096022534422,5.848134696826444,13.659836684330491,3.4273109354560183,4.738588311293661,5.3766891677315,12.557163367424181,2026-07-27T02:27:16,central_target_d10um_mobo_v1,complete,0.08,293,606,80,526,0,0,0,0,526,899,1000,0.0,0.0,10.0,5.0,0.08,0.132013201320132,0.606,0.6740823136818688,0.526,0.0,0.526,0.293,0.899,0.101,0.2653426557277227,1.2729883428891098e-05,0.28427898710946065,0.47907934525747264,0.7210489809286244,840.4422113176623,0.5378017766981708,1.0,0.5378017766981708,1.0,0.5378017766981708,388.8717881547486,744.4220010458123,0.006671808397701883,1.0,0.006671808397701883,0.050999999999999934,-0.05,0.08,0.0,0.0,0.0,,,46610,76587,60.8304,True,False,False,False,False,False,True,0.3594805853271752,0.392153197663675,7.138909577984387,13.043267481049337,48.159884767069684,1.92009763120511,xeon1,False,complete,True,,,,,,,,,,
case_1329,637,qlognehvi,2026-07-27T02:08:02,0.6865134387883699,0.5818422815512504,4.131729609634739,12.442768223930582,2.4942260026380496,0.9165044765532433,51.48166860999885,37.62658201018922,0.26370255448177826,1.202814547806879,47.90128907801276,9.495054087509878,2.836487902454074,40.703145083202045,1.402773568896956,47.47527043754939,0.8257483514395787,17.285200247687236,2.8637013154633926,1.3917576818893678,16.318948258959633,18.88818139478239,25.90204923926717,4.208320706690868,13.367987622760413,2.5692331358227563,3.333017291307306,3.9720067047197123,12.764256963095708,2026-07-27T02:29:57,central_target_d10um_mobo_v1,complete,0.031,465,486,31,455,14,14,0,0,455,965,1000,0.0,0.0,10.0,5.0,0.031,0.06378600823045268,0.486,0.5036269430051813,0.455,0.014,0.455,0.465,0.965,0.035,0.28341854041028774,6.347699767905353e-06,0.2937761226563816,0.43158346169611544,0.5851665075273665,830.532837659495,0.6140017367822905,1.0,0.6140017367822905,1.0,0.6140017367822905,408.2039678048325,715.0020016739272,0.006944425138229529,1.0,0.006944425138229529,-0.015000000000000013,-0.036000000000000004,0.031,0.0,0.0,0.0,,,41134,67458,61.3245,True,False,False,False,False,False,True,0.16851234023430284,0.6729476931266043,13.830834985936669,23.770763013410203,59.28965521059453,1.202814547806879,xeon5,False,complete,True,,,,,,,,,,
case_1325,634,qlognehvi,2026-07-27T01:57:26,0.7725855136881798,0.6582821666587855,1.217978046469078,6.274517796912975,1.3812952914093983,0.14952156414190065,48.6535436616825,18.720102568815047,0.41236695087040387,3.633875932859649,49.52251985808954,5.202437420058394,0.9409921946922384,10.916446891844128,1.5958565924696182,26.01218710029197,2.8074799042674856,13.595882107579438,3.031655744930139,2.5401629891915176,7.9030508246398075,9.439598868339953,17.418881830688044,4.787569777408855,13.32528422319776,1.5365480437001453,4.534296470562984,3.1324046361697633,12.951881748391052,2026-07-27T02:31:25,central_target_d10um_mobo_v1,complete,0.002,473,513,2,511,0,0,0,0,511,986,1000,0.0,0.0,10.0,5.0,0.002,0.003898635477582846,0.513,0.5202839756592292,0.511,0.0,0.511,0.473,0.986,0.014,0.28797466132553606,6.70504517181286e-06,0.335809889513431,0.5568495404816245,0.9741494819785671,526.6132246542496,0.581138214510703,1.0,0.581138214510703,0.1,0.0581138214510703,442.37731350684965,844.8242015388885,0.005883569791194276,0.1,0.0005883569791194276,-0.03600000000000003,-0.05,0.002,0.0,0.0,0.0,,,64991,103017,67.1981,True,False,False,False,False,False,True,0.5942443092584272,0.5441052355785315,6.7338014082388415,10.22935414218694,14.129758710762044,3.633875932859649,xeon4,False,complete,True,,,,,,,,,,
case_1324,633,qlognehvi,2026-07-27T01:53:31,0.7446526082810154,0.4982292413823471,3.4038782026890253,8.161648549804415,2.646500383074414,0.04768910256047054,51.074993519515935,29.67764052067015,0.7228181559513468,2.5778624578667255,40.75600537180879,5.406019573410188,2.5347067819032776,28.715763113868412,4.280184115376184,27.03009786705094,1.9196120030401664,24.223355834624297,1.1995098548045728,3.060397596845571,10.850466260091595,17.20807604706348,38.60899662394439,12.840552346128554,25.927195680343775,6.357609786971885,11.156190315258467,10.637793902348069,23.644382350528915,2026-07-27T02:34:08,central_target_d10um_mobo_v1,complete,0.004,458,536,4,532,0,0,0,0,532,994,1000,0.0,0.0,10.0,5.0,0.004,0.007462686567164179,0.536,0.5392354124748491,0.532,0.0,0.532,0.458,0.994,0.006,0.2787306546828358,6.095405207379482e-06,0.3196426026723475,0.550208845979901,0.9510536346324464,563.5854598328178,0.5750828444468985,1.0,0.5750828444468985,0.2,0.11501656888937971,424.10160497247415,828.9395006089306,0.005995638767979058,0.2,0.0011991277535958118,-0.04400000000000004,-0.05,0.004,0.0,0.0,0.0,,,67769,127660,53.5513,True,False,False,False,False,False,True,0.2177446382169672,0.28158120062911773,7.2597873334381395,14.571178747549448,38.562630137235374,2.5778624578667255,xeon1,False,complete,True,,,,,,,,,,
